model,n_rows,mae,rmse,r2,mbe,skill_vs_persistence,segment_col,segment_val
pred_bin_bias,1870,112.48347400554916,149.06167307255276,0.7875171612544609,31.46921711315326,0.335327169519158,month,2
pred_high_residual_cal,1870,117.59290858950995,153.6758481983917,0.7741588302275648,32.912568936932,0.3147523512039705,month,2
pred_high_residual_cal_full,1870,119.20497389073648,156.86853477532847,0.7646774439238592,37.32357207350897,0.3005160154632742,month,2
pred_blend_raw_highcal_50,1870,115.7831839986899,150.02615376572749,0.784758590341728,26.296064232066545,0.3310265059142048,month,2
pred_blend_iso_highcal_50,1870,115.3973025127542,150.0805430518702,0.7846024982421098,26.157143300521334,0.33078398159508815,month,2
persistence,2026,191.19761273445215,244.86636879030883,0.4472210836435089,1.2778817374136218,0.0,month,3
pred_raw,2026,120.4478764678955,157.0551389199119,0.7725963187695505,22.152860989267715,0.3586087803899033,month,3
pred_isotonic,2026,119.75026811265384,157.04558613911837,0.772623981302185,22.09848432492764,0.35864779261049007,month,3
pred_bin_bias,2026,118.14913601160369,158.90832579452922,0.7671981150353162,34.57714676523723,0.35104062440436534,month,3
pred_high_residual_cal,2026,122.08596573959095,162.30138492192634,0.7571502618156862,36.32449468307046,0.33718384552468683,month,3
pred_high_residual_cal_full,2026,123.48455962159947,165.4468276355279,0.7476460676512835,41.04837258100471,0.3243382974441533,month,3
pred_blend_raw_highcal_50,2026,120.6668153507277,158.86560737092557,0.7673232638312455,29.23867783616909,0.35121508047121797,month,3
pred_blend_iso_highcal_50,2026,120.30498882196599,158.84594303860126,0.7673808615651679,29.21148950399905,0.3512953868539257,month,3
persistence,1943,186.14667014925374,241.5914594593328,0.39075996459321893,-0.9272716932578494,0.0,month,4
pred_raw,1943,112.23756926573041,147.6296244258804,0.772504762325872,20.975834351654562,0.388928628701252,month,4
pred_isotonic,1943,111.67058674652115,147.48064261609804,0.7729636885178819,20.247306085337193,0.3895452970640979,month,4
pred_bin_bias,1943,110.32325525166779,150.07443079231365,0.764907545906096,33.08289564720036,0.378809039325433,month,4
pred_high_residual_cal,1943,113.61937998125515,153.35421139755286,0.7545196725344626,34.60754444268561,0.3652333085749373,month,4
pred_high_residual_cal_full,1943,115.02933746011713,156.47993314606342,0.7444107499447472,39.151447806362626,0.35229526119732824,month,4
pred_blend_raw_highcal_50,1943,112.55680922314265,149.78089994458801,0.7658262820509929,27.791689397170085,0.380024027836958,month,4
pred_blend_iso_highcal_50,1943,112.20156890236035,149.63911135332634,0.7662694286186837,27.4274252640114,0.3806109218918181,month,4
persistence,2009,174.99140149328025,215.05931303402636,0.4354450707861981,-1.866209357889496,0.0,month,5
pred_raw,2009,94.97980434801295,124.3895906027254,0.8111322649636772,-6.59843929471413,0.4216033295752011,month,5
pred_isotonic,2009,94.94167055216555,124.581576600046,0.8105488087024162,-7.972548423342224,0.4207106177246326,month,5
pred_bin_bias,2009,90.50870235013464,123.93682379733647,0.8125046854495206,4.764237590723209,0.4237086408914206,month,5
pred_high_residual_cal,2009,95.44926315440925,125.99749940867827,0.8062179493849828,-3.850552014184347,0.41412674656529225,month,5
pred_high_residual_cal_full,2009,95.87778143182753,127.20645273892022,0.802481408735403,-2.9345895873410877,0.40850525864558207,month,5
pred_blend_raw_highcal_50,2009,95.0765204869738,124.80933304209302,0.8098554771187134,-5.224495654449238,0.4196515775982885,month,5
pred_blend_iso_highcal_50,2009,95.03191443369994,124.82069793916017,0.8098208471553162,-5.911550218763283,0.41959873219063415,month,5
persistence,1875,159.25314623999998,200.68565646331,0.44392815182975176,-2.4574930133333326,0.0,month,6
pred_raw,1875,94.83232202315557,129.32844552943553,0.7690668086599893,9.639791076290056,0.3555670703696765,month,6
pred_isotonic,1875,95.54873806895779,130.5147310153237,0.7648108365259483,8.707199425575833,0.3496559080734063,month,6
pred_bin_bias,1875,91.63339469712014,130.2089968552085,0.7659114194365878,18.449464023352785,0.3511793560641753,month,6
pred_high_residual_cal,1875,96.7466437153552,133.83549198264257,0.7526904759854167,12.3259020687243,0.3331088312875474,month,6
pred_high_residual_cal_full,1875,97.54908672406692,135.8171305839088,0.7453126680687291,13.22127239953572,0.3232344903097779,month,6
pred_blend_raw_highcal_50,1875,95.69928351772496,131.30388792787176,0.7619580968993575,10.982846572507176,0.3457236045572736,month,6
pred_blend_iso_highcal_50,1875,95.99706764204632,131.81502803189306,0.7601011893994385,10.51655074715007,0.3431766357652376,month,6
persistence,2014,169.83361826270317,210.61652874643758,0.41560338732798185,-2.391237447326639,0.0,month,7
pred_raw,2014,99.22490942548563,130.0673819344574,0.777125908542319,-6.047321744000938,0.382444565445069,month,7
pred_isotonic,2014,99.38294397773724,130.46761938360646,0.7757521620802844,-6.549233339507929,0.38054425186791885,month,7
pred_bin_bias,2014,94.91634585525726,129.46328282070772,0.7791913822274047,3.4173168752780767,0.3853128071606893,month,7
pred_high_residual_cal,2014,99.9953811841576,133.08246586313706,0.7666732848026379,-0.20405268376976954,0.3681290511469981,month,7
pred_high_residual_cal_full,2014,100.52694141454597,134.7745597444305,0.7607022406092326,1.7437036696406196,0.36009504787401403,month,7
pred_blend_raw_highcal_50,2014,99.42016809694931,131.179465816857,0.7732984420800787,-3.1256872138853566,0.37716442960284136,month,7
pred_blend_iso_highcal_50,2014,99.46218673365574,131.28854830816744,0.7729212572461837,-3.3766430116388504,0.3766465097037732,month,7
persistence,1990,181.05443834170856,229.5960869163555,0.4322408746976326,0.3550351256281417,0.0,month,8
pred_raw,1990,112.51835547015293,147.7973113425801,0.7647290931196232,-3.701028199811556,0.356272516105972,month,8
pred_isotonic,1990,112.4704340692705,147.99719616693946,0.7640922901388328,-4.883826184427677,0.3554019227651012,month,8
pred_bin_bias,1990,108.37606267056658,147.27915007564934,0.7663758696613463,7.190985913936277,0.3585293545124537,month,8
pred_high_residual_cal,1990,110.94630873877058,149.17757862882925,0.7603142214493483,6.9433538443058636,0.35026079654756326,month,8
pred_high_residual_cal_full,1990,110.77285769867883,150.60047437497022,0.7557200407299736,10.491481192345004,0.3440634098009009,month,8
pred_blend_raw_highcal_50,1990,111.5567726724156,147.9389019946228,0.7642780955009577,1.6211628222471532,0.3556558215710416,month,8
pred_blend_iso_highcal_50,1990,111.48052924657571,147.93185415218298,0.7643005546546628,1.029763829939094,0.35568651827208075,month,8
persistence,1977,200.2209463328275,265.9796044282347,0.34378057958007024,1.245398836621143,0.0,month,9
pred_raw,1977,131.82735669806573,174.22770351856252,0.7184297075810187,24.419480380352574,0.34495840802119937,month,9
pred_isotonic,1977,131.6331757233774,174.57124462568262,0.7173182157252669,23.748050926238204,0.3436668010656262,month,9
pred_bin_bias,1977,130.05955313304537,176.55594349899891,0.7108540647805975,36.48784722197027,0.3362049549681304,month,9
pred_high_residual_cal,1977,132.16186707717276,178.51345057975524,0.7044068967677354,39.860521800853775,0.3288453414933894,month,9
pred_high_residual_cal_full,1977,133.0700888696153,181.16180434236804,0.6955712374042493,45.00753560768751,0.3188883608884071,month,9
pred_blend_raw_highcal_50,1977,131.54841305600658,175.66678505613493,0.7137590835388474,32.14000109060318,0.33954791220267244,month,9
pred_blend_iso_highcal_50,1977,131.44147335300903,175.7901245063606,0.7133569905491213,31.80428636354599,0.33908419450337435,month,9
persistence,1880,194.03504303191488,252.13885177699532,0.3601048206534394,-3.990650053191488,0.0,month,10
pred_raw,1880,126.90937933924461,171.07650235933033,0.7054154118236562,27.641402825459792,0.32149884417400587,month,10
pred_isotonic,1880,126.63393445923349,170.8960130555144,0.7060366697883946,27.237940752658673,0.3222146771467663,month,10
pred_bin_bias,1880,125.5886717177356,174.35621980932666,0.6940121472040279,39.812366984617476,0.30849125955591983,month,10
pred_high_residual_cal,1880,128.6847919713845,176.80727301835788,0.685348686770942,41.18961657236621,0.2987702142201576,month,10
pred_high_residual_cal_full,1880,129.89019884123962,179.81157015887698,0.6745647714687311,45.705687821335026,0.28685496546200007,month,10
pred_blend_raw_highcal_50,1880,127.36092672272561,173.30649823258685,0.6976854907074086,34.415509698913006,0.31265452741147526,month,10
pred_blend_iso_highcal_50,1880,127.1739526483546,173.17986591759492,0.6981271221551004,34.213778662512446,0.3131567598683118,month,10
persistence,2014,176.06421638530287,221.09199236855403,0.4634155939247332,-0.6128847070506452,0.0,month,11
pred_raw,2014,112.88191534147309,147.5851526654805,0.7609012209913504,14.339909647740118,0.332471741357958,month,11
pred_isotonic,2014,112.60564919516867,147.82796189160328,0.7601138362818247,14.034693648757338,0.33137351421946437,month,11
pred_bin_bias,2014,111.86321744458532,150.1569523498111,0.7524956075496093,26.3509941594509,0.3208394807013013,month,11
pred_high_residual_cal,2014,116.63750327223306,154.63635650269148,0.7375085043587251,23.531061689967565,0.3005791171083343,month,11
pred_high_residual_cal_full,2014,118.32273290935782,157.92242084153727,0.7262339396811113,26.594779037376714,0.28571623445192396,month,11
pred_blend_raw_highcal_50,2014,114.46360804056327,150.561350129472,0.7511606709375782,18.935485668853836,0.31901038786384206,month,11
pred_blend_iso_highcal_50,2014,114.272274201335,150.6473676212569,0.7508762599747675,18.782877669362453,0.31862133039114304,month,11
persistence,2069,169.42018704688255,217.22284764479411,0.48291872303028516,-1.3987489608506523,0.0,month,12
pred_raw,2069,116.38460183929693,151.15886151675807,0.7496111233073144,3.2744466663077687,0.3041300067848517,month,12
pred_isotonic,2069,116.21973261871517,151.20604552648686,0.7494547818928422,3.000130542955528,0.30391279202019705,month,12
pred_bin_bias,2069,114.77119909927126,151.77519456681156,0.7475650962913671,13.896004285716085,0.30129267610469546,month,12
pred_high_residual_cal,2069,121.09013023297163,157.30583699615997,0.7288325962865555,9.091899377152766,0.2758319914239007,month,12
pred_high_residual_cal_full,2069,122.8983836775077,160.01477565446027,0.7194127186309249,11.031050280767769,0.26336120997677603,month,12
pred_blend_raw_highcal_50,2069,118.59971458653018,153.84752563145432,0.7406245671618349,6.183173021730271,0.29175256056385024,month,12
pred_blend_iso_highcal_50,2069,118.46607843364438,153.8336167401111,0.7406714637449342,6.046014960054152,0.2918165910813304,month,12
persistence,578,174.1694776816609,227.7284183448202,0.4232406830727239,-75.11629775086503,0.0,has_clp,False
pred_raw,578,145.4839263123877,180.22699057086876,0.6387566833315758,9.246664691577033,0.20858805466266428,has_clp,False
pred_isotonic,578,146.4351199427012,181.03228613196754,0.6355212349726107,5.576304951369437,0.20505184443931213,has_clp,False
pred_bin_bias,578,142.82249346836684,181.76727293935895,0.6325556767595136,26.08480355496816,0.20182437369704176,has_clp,False
pred_high_residual_cal,578,154.60737940949952,193.6684518155983,0.5828637613053528,21.904590216695038,0.14956397087714024,has_clp,False
pred_high_residual_cal_full,578,158.51966375107435,199.54556268717226,0.557162583213977,26.123898725067704,0.12375642821606136,has_clp,False
pred_blend_raw_highcal_50,578,149.33769058582078,186.1102396650492,0.6147872121149464,15.575627454136033,0.1827535578662558,has_clp,False
pred_blend_iso_highcal_50,578,149.7812093135135,186.3955060515886,0.613605412794192,13.740447584032236,0.18150089740072062,has_clp,False
persistence,23138,178.45566842156742,228.8604794665762,0.43483287398422377,0.9488306025189791,0.0,has_clp,True
pred_raw,23138,109.855814534499,146.3922035906122,0.7687556226948663,10.696641610222978,0.3603430180177003,has_clp,True
pred_isotonic,23138,109.62763489753236,146.55143757909477,0.7682522900086269,10.155744191894321,0.3596472491857303,has_clp,True
pred_bin_bias,23138,107.44836949311579,147.6465111230302,0.764775982290619,21.541172881555728,0.3548623533990579,has_clp,True
pred_high_residual_cal,23138,111.03787213188792,150.38180841192985,0.7559797365352083,19.882276683198768,0.3429105419929338,has_clp,True
pred_high_residual_cal_full,23138,111.93337272386547,152.6674256878389,0.7485057555911507,22.944155040857368,0.33292359587958,has_clp,True
pred_blend_raw_highcal_50,23138,110.17105385500557,147.83459223699506,0.7641763152411338,15.289459146710879,0.35404053779156097,has_clp,True
pred_blend_iso_highcal_50,23138,110.01039772504484,147.85429671392345,0.7641134464366982,15.019010437546546,0.35395443958459094,has_clp,True
