ts_wib,target_ts_60m,target_ghi_60m,ghi_now,hour,month,solar_elev_deg,solar_segment,target_ghi_bin,has_clp,has_synop,clp_qc_status,synop_qc_status,persistence,direct_all_features,direct_no_cloud_features,direct_rad_met_features,direct_regularized_all,direct_deeper_all,direct_smooth_all,direct_top20,direct_top40,direct_top60,ensemble_direct_mean,ensemble_best2_mean,best_model_prediction,best_model_error,persistence_error
2025-09-20 12:50:00,2025-09-20 13:50:00,66.19300000000001,965.5600000000001,12,9,76.37390666626324,high,0-100,True,True,ok,ok,965.5600000000001,695.7595162107609,618.848753737783,589.0394374219081,699.0380732138788,695.2533892679182,754.0068261245843,669.6249725146353,660.6336339823554,664.1671938434646,671.8190884796988,681.6026335286717,699.0380732138788,632.8450732138788,899.3670000000001
2025-10-09 10:10:00,2025-10-09 11:10:00,1041.9,226.55,10,10,64.17773435050076,high,900+,True,True,ok,ok,226.55,392.66667425525304,629.9385578348584,601.816077126331,415.27350444846576,405.7871665179608,415.8080063739793,384.3492062606576,436.25347015152215,395.9705371673825,453.0959111262678,405.6220208079241,415.27350444846576,-626.6264955515344,-815.3500000000001
2025-06-28 09:30:00,2025-06-28 10:30:00,981.6,181.91,9,6,42.64348322239932,high,900+,True,True,ok,ok,181.91,324.5652393696513,441.4827944287246,416.6567645220954,355.36600617362114,344.8497401991321,350.3474388497121,320.50110353381007,358.7826238724006,377.7992086712255,365.59454662448593,366.5826074224233,355.36600617362114,-626.2339938263789,-799.69
2025-09-27 09:40:00,2025-09-27 10:40:00,146.10999999999999,416.91999999999996,9,9,55.64166507315248,high,100-300,False,True,,ok,416.91999999999996,785.0398346083123,837.2641293433323,858.5019785443504,770.8822859901848,796.3347586443969,818.9827800033404,713.1338444928813,755.4407748703992,757.6844603998517,788.1405385441166,764.2833731950182,770.8822859901848,624.7722859901847,270.80999999999995
2025-10-11 12:40:00,2025-10-11 13:40:00,133.62,953.8,12,10,77.9044973974082,high,100-300,True,True,ok,ok,953.8,759.1494587423479,637.1338478276564,642.3908548383073,758.1021095894063,755.1126893136407,753.026092032491,736.060242639516,755.1448297005849,781.6794487168376,730.8666192667541,769.8907791531219,758.1021095894063,624.4821095894063,820.18
2025-01-18 10:50:00,2025-01-18 11:50:00,1078.1,309.2,10,1,63.15688727261825,high,900+,True,True,ok,ok,309.2,449.59977688122643,564.392607171536,521.7740009889632,457.2575979908535,425.1408077921796,464.8601035998519,460.53812127944224,437.85532388322565,450.23020533497515,470.1831716580282,453.74390166291437,457.2575979908535,-620.8424020091463,-768.8999999999999
2025-04-28 11:10:00,2025-04-28 12:10:00,220.76000000000005,606.21,11,4,67.80339649231574,high,100-300,True,True,ok,ok,606.21,814.9279003841435,875.2880091134776,864.0855753366196,833.7562554179976,804.3296215076367,877.2576345273628,875.0290008082661,851.0714579294853,845.1585168535754,848.9893302087295,839.4573861357865,833.7562554179976,612.9962554179976,385.45
2025-11-23 09:00:00,2025-11-23 10:00:00,883.95,422.51000000000005,9,11,44.8758616543767,high,600-900,True,True,ok,ok,422.51000000000005,229.33843262815145,700.391569436157,712.3617065528643,273.5310645703881,304.5884341581389,446.6032825602611,314.1963970935245,282.78395939314447,286.53986438142323,394.4816345304504,280.03546447590566,273.5310645703881,-610.418935429612,-461.44
2025-09-20 13:00:00,2025-09-20 14:00:00,43.983,907.9,13,9,74.04156859147211,high,0-100,True,True,ok,ok,907.9,672.3478587985932,557.4114216470567,584.8731133974788,653.0036693369967,676.9518763230664,690.0509353633382,666.57113617494,663.5807057573552,628.4500306889429,643.6934163875299,640.7268500129699,653.0036693369967,609.0206693369968,863.917
2025-12-06 12:50:00,2025-12-06 13:50:00,967.5,939.8,12,12,67.50601193057639,high,900+,True,True,ok,ok,939.8,358.0887886894848,638.8291137760268,674.4006915660099,358.8987164008952,322.0527621722441,392.9407883127674,339.7369895851924,378.03502750423064,370.4183056455098,425.9334648502624,364.6585110232025,358.8987164008952,-608.6012835991048,-27.700000000000045
2025-08-17 11:10:00,2025-08-17 12:10:00,192.95,545.9599999999999,11,8,66.86406063212368,high,100-300,True,True,ok,ok,545.9599999999999,799.7458632218962,775.5227636946447,799.4704366103296,794.0020662658295,770.3936438586118,825.2331955356929,737.7965720252078,787.7856373203053,801.4428830681078,787.9325624000695,797.7224746669687,794.0020662658295,601.0520662658296,353.00999999999993
2025-08-23 10:20:00,2025-08-23 11:20:00,210.1,660.66,10,8,58.65975704936868,high,100-300,True,True,ok,ok,660.66,813.7534820406116,780.2656570196491,775.938162556185,808.4368974131901,815.9775645447256,846.4788339432063,815.8955928048482,802.2816905193216,809.8148226302843,807.6491892746692,809.1258600217373,808.4368974131901,598.3368974131901,450.55999999999995
2025-12-07 12:10:00,2025-12-07 13:10:00,1147.7,853.3100000000001,12,12,71.09834197941203,high,900+,True,True,ok,ok,853.3100000000001,547.1163751685222,755.3046277682284,723.9773613388189,554.4602927289353,537.3276331804965,612.698313720743,529.2634117545236,559.9393200316923,531.1598976358513,594.5830259253123,542.8100951823933,554.4602927289353,-593.2397072710647,-294.39
2025-08-17 12:10:00,2025-08-17 13:10:00,66.508,192.95,12,8,72.44850275951178,high,0-100,True,True,ok,ok,192.95,686.2676148832209,631.9119626721147,608.123407226599,659.3171291100084,673.1631713367667,556.1905424177335,619.6451971938345,629.1140862679744,657.6464516981387,635.7088403118212,658.4817904040735,659.3171291100084,592.8091291100084,126.442
2025-06-18 10:10:00,2025-06-18 11:10:00,153.60999999999999,574.01,10,6,50.561607507859904,high,100-300,True,True,ok,ok,574.01,740.1548866441291,776.4539671429466,764.2155066650388,746.3628063935266,749.2270969161112,806.3361652194492,752.4733650920535,742.1841657051259,739.9132500696162,757.4801344275552,743.1380282315714,746.3628063935266,592.7528063935266,420.4
2025-09-19 11:10:00,2025-09-19 12:10:00,266.45,708.87,11,9,76.24864963603589,high,100-300,True,True,ok,ok,708.87,847.0015855576441,903.4611681154429,895.454050980197,858.2205908282671,846.9086480165864,867.9240143003007,887.4046411906096,854.8683385162503,877.0114624277126,870.9171666592234,867.6160266279899,858.2205908282671,591.7705908282671,442.42
2025-07-20 10:10:00,2025-07-20 11:10:00,80.343,620.2800000000001,10,7,51.11125501097635,high,0-100,True,True,ok,ok,620.2800000000001,672.2581376890735,653.8351770477933,646.6541717374196,671.9059125670286,675.4331287622437,674.1605079132478,641.4674525798489,655.9875393339872,655.1266590237341,660.7587429615974,663.5162857953813,671.9059125670286,591.5629125670287,539.9370000000001
2025-08-17 11:20:00,2025-08-17 12:20:00,150.97,671.74,11,8,68.3983172355722,high,100-300,True,True,ok,ok,671.74,734.5474345221397,747.1604755249415,738.9000779323884,738.8604525062447,726.0699146943431,814.5944465474273,649.1460482725432,714.3890926741132,732.2822462058501,732.8833543199991,735.5713493560474,738.8604525062447,587.8904525062446,520.77
2025-04-23 12:40:00,2025-04-23 13:40:00,163.31,554.4,12,4,71.61094112821227,high,100-300,True,True,ok,ok,554.4,771.6424999124105,841.0725473611183,866.0810324293144,748.7074037224297,756.6014837853821,749.1768128230997,677.5296001452286,734.58742975868,757.2085729629459,766.9563758778454,752.9579883426878,748.7074037224297,585.3974037224298,391.09
